"id","ident","estimated_departure_time","estimated_arrival_time","origin","destination","seats_cabin_first","seats_cabin_business","seats_cabin_coach","created_at","updated_at","flightaware_call_type"
2038669,"DAL1130","2018-07-28 12:30:00","2018-07-28 13:32:00","KDTW","KPIT",12,0,114,"2018-07-26 20:01:06.67763","2018-07-26 20:01:06.67763","AirlineFlightSchedules"
2038670,"DAL842","2018-07-29 00:25:00","2018-07-29 01:27:00","KDTW","KPIT",16,0,142,"2018-07-26 20:01:08.193131","2018-07-26 20:01:08.193131","AirlineFlightSchedules"
2038671,"FDY1033","2018-07-28 12:30:00","2018-07-28 13:20:00","KDUJ","KPIT",0,0,9,"2018-07-26 20:01:08.287618","2018-07-26 20:01:08.287618","AirlineFlightSchedules"
2038672,"FDY593","2018-07-28 20:20:00","2018-07-28 21:10:00","KDUJ","KPIT",0,0,9,"2018-07-26 20:01:08.328819","2018-07-26 20:01:08.328819","AirlineFlightSchedules"
2038673,"UAL512","2018-07-28 16:10:00","2018-07-28 17:40:00","KEWR","KPIT",8,0,106,"2018-07-26 20:01:08.367422","2018-07-26 20:01:08.367422","AirlineFlightSchedules"
2038674,"FDY1035","2018-07-28 18:00:00","2018-07-28 18:45:00","KFKL","KPIT",0,0,9,"2018-07-26 20:01:09.545988","2018-07-26 20:01:09.545988","AirlineFlightSchedules"
2038675,"FDY1031","2018-07-28 13:00:00","2018-07-28 13:40:00","KFKL","KPIT",0,0,9,"2018-07-26 20:01:09.572299","2018-07-26 20:01:09.572299","AirlineFlightSchedules"
2038676,"SWA5722","2018-07-28 18:10:00","2018-07-28 20:50:00","KFLL","KPIT",0,0,143,"2018-07-26 20:01:09.592643","2018-07-26 20:01:09.592643","AirlineFlightSchedules"
2038677,"JBU2008","2018-07-29 00:10:00","2018-07-29 02:47:00","KFLL","KPIT",0,16,132,"2018-07-26 20:01:09.617948","2018-07-26 20:01:09.617948","AirlineFlightSchedules"
2038678,"SWA4641","2018-07-29 01:40:00","2018-07-29 04:20:00","KFLL","KPIT",0,0,143,"2018-07-26 20:01:09.639693","2018-07-26 20:01:09.639693","AirlineFlightSchedules"
2038679,"NKS558","2018-07-29 00:45:00","2018-07-29 03:19:00","KFLL","KPIT",0,10,135,"2018-07-26 20:01:09.663554","2018-07-26 20:01:09.663554","AirlineFlightSchedules"
2038680,"FDY681","2018-07-28 15:20:00","2018-07-28 16:35:00","KHGR","KPIT",0,0,9,"2018-07-26 20:01:09.691632","2018-07-26 20:01:09.691632","AirlineFlightSchedules"
2038681,"SWA5175","2018-07-28 20:00:00","2018-07-28 22:45:00","KHOU","KPIT",0,0,143,"2018-07-26 20:01:10.722007","2018-07-26 20:01:10.722007","AirlineFlightSchedules"
2038682,"UAL1979","2018-07-29 02:25:00","2018-07-29 03:20:00","KIAD","KPIT",16,0,138,"2018-07-26 20:01:10.74073","2018-07-26 20:01:10.74073","AirlineFlightSchedules"
2038683,"UAL2339","2018-07-28 23:35:00","2018-07-29 02:20:00","KIAH","KPIT",8,0,120,"2018-07-26 20:01:11.698757","2018-07-26 20:01:11.698757","AirlineFlightSchedules"
2038684,"FDY873","2018-07-28 13:00:00","2018-07-28 13:45:00","KJST","KPIT",0,0,9,"2018-07-26 20:01:12.769507","2018-07-26 20:01:12.769507","AirlineFlightSchedules"
2038685,"FDY1982","2018-07-28 18:10:00","2018-07-28 18:55:00","KJST","KPIT",0,0,9,"2018-07-26 20:01:12.886137","2018-07-26 20:01:12.886137","AirlineFlightSchedules"
2038686,"SWA5184","2018-07-29 00:25:00","2018-07-29 04:30:00","KLAS","KPIT",0,0,175,"2018-07-26 20:01:13.944975","2018-07-26 20:01:13.944975","AirlineFlightSchedules"
2038687,"SWA4968","2018-07-28 17:30:00","2018-07-28 21:35:00","KLAS","KPIT",0,0,143,"2018-07-26 20:01:13.984739","2018-07-26 20:01:13.984739","AirlineFlightSchedules"
2038688,"SWA5847","2018-07-28 15:15:00","2018-07-28 19:25:00","KLAS","KPIT",0,0,175,"2018-07-26 20:01:14.025975","2018-07-26 20:01:14.025975","AirlineFlightSchedules"
2038689,"SWA1957","2018-07-28 16:15:00","2018-07-28 21:05:00","KLAX","KPIT",0,0,175,"2018-07-26 20:01:14.147937","2018-07-26 20:01:14.147937","AirlineFlightSchedules"
2038690,"FDY981","2018-07-28 14:30:00","2018-07-28 15:55:00","KLNS","KPIT",0,0,9,"2018-07-26 20:01:14.196255","2018-07-26 20:01:14.196255","AirlineFlightSchedules"
2038691,"SWA2679","2018-07-28 13:50:00","2018-07-28 16:00:00","KMCO","KPIT",0,0,143,"2018-07-26 20:01:14.239672","2018-07-26 20:01:14.239672","AirlineFlightSchedules"
2038692,"SWA3382","2018-07-29 01:45:00","2018-07-29 03:55:00","KMCO","KPIT",0,0,143,"2018-07-26 20:01:14.29053","2018-07-26 20:01:14.29053","AirlineFlightSchedules"
2038693,"NKS722","2018-07-28 21:20:00","2018-07-28 23:39:00","KMCO","KPIT",0,10,135,"2018-07-26 20:01:16.151185","2018-07-26 20:01:16.151185","AirlineFlightSchedules"
2038694,"SWA5860","2018-07-28 19:25:00","2018-07-28 21:45:00","KMCO","KPIT",0,0,143,"2018-07-26 20:01:16.173189","2018-07-26 20:01:16.173189","AirlineFlightSchedules"
2038695,"SWA2411","2018-07-28 10:45:00","2018-07-28 13:00:00","KMCO","KPIT",0,0,175,"2018-07-26 20:01:16.193326","2018-07-26 20:01:16.193326","AirlineFlightSchedules"
2038696,"SWA5398","2018-07-28 15:35:00","2018-07-28 17:50:00","KMCO","KPIT",0,0,143,"2018-07-26 20:01:16.209325","2018-07-26 20:01:16.209325","AirlineFlightSchedules"
2038697,"SWA4515","2018-07-28 12:05:00","2018-07-28 14:20:00","KMCO","KPIT",0,0,143,"2018-07-26 20:01:16.223858","2018-07-26 20:01:16.223858","AirlineFlightSchedules"
2038698,"FDY1983","2018-07-28 15:45:00","2018-07-28 17:15:00","KMDT","KPIT",0,0,9,"2018-07-26 20:01:16.234601","2018-07-26 20:01:16.234601","AirlineFlightSchedules"
2038699,"SWA5205","2018-07-28 11:30:00","2018-07-28 12:50:00","KMDW","KPIT",0,0,143,"2018-07-26 20:01:16.250722","2018-07-26 20:01:16.250722","AirlineFlightSchedules"
2038700,"SWA5880","2018-07-28 18:50:00","2018-07-28 20:10:00","KMDW","KPIT",0,0,175,"2018-07-26 20:01:16.262674","2018-07-26 20:01:16.262674","AirlineFlightSchedules"
2038701,"SWA3726","2018-07-29 02:10:00","2018-07-29 03:30:00","KMDW","KPIT",0,0,143,"2018-07-26 20:01:16.27526","2018-07-26 20:01:16.27526","AirlineFlightSchedules"
2038702,"FDY483","2018-07-28 12:00:00","2018-07-28 12:40:00","KMGW","KPIT",0,0,9,"2018-07-26 20:01:16.287413","2018-07-26 20:01:16.287413","AirlineFlightSchedules"
2038703,"FDY485","2018-07-28 17:20:00","2018-07-28 18:00:00","KMGW","KPIT",0,0,9,"2018-07-26 20:01:16.311044","2018-07-26 20:01:16.311044","AirlineFlightSchedules"
2038704,"AAY1124","2018-07-28 16:38:00","2018-07-28 18:06:00","KMYR","KPIT",0,0,177,"2018-07-26 20:01:17.657704","2018-07-26 20:01:17.657704","AirlineFlightSchedules"
2038705,"NKS437","2018-07-28 18:45:00","2018-07-28 20:14:00","KMYR","KPIT",0,10,135,"2018-07-26 20:01:17.683584","2018-07-26 20:01:17.683584","AirlineFlightSchedules"
2038706,"UAL1741","2018-07-28 20:30:00","2018-07-28 22:05:00","KORD","KPIT",8,0,120,"2018-07-26 20:01:17.709206","2018-07-26 20:01:17.709206","AirlineFlightSchedules"
2038707,"UAL734","2018-07-28 19:00:00","2018-07-28 20:35:00","KORD","KPIT",8,0,138,"2018-07-26 20:01:17.736586","2018-07-26 20:01:17.736586","AirlineFlightSchedules"
2038708,"UAL1272","2018-07-28 12:58:00","2018-07-28 14:23:00","KORD","KPIT",8,0,159,"2018-07-26 20:01:17.763564","2018-07-26 20:01:17.763564","AirlineFlightSchedules"
2038709,"AAL1173","2018-07-28 23:20:00","2018-07-29 00:45:00","KORD","KPIT",0,16,144,"2018-07-26 20:01:18.685118","2018-07-26 20:01:18.685118","AirlineFlightSchedules"
2038710,"AAY1405","2018-07-28 23:16:00","2018-07-29 01:39:00","KPGD","KPIT",0,0,156,"2018-07-26 20:01:21.496933","2018-07-26 20:01:21.496933","AirlineFlightSchedules"
2038711,"AAL1797","2018-07-29 00:40:00","2018-07-29 02:00:00","KPHL","KPIT",8,0,120,"2018-07-26 20:01:21.527519","2018-07-26 20:01:21.527519","AirlineFlightSchedules"
2038712,"AAL1948","2018-07-28 12:05:00","2018-07-28 13:18:00","KPHL","KPIT",0,11,88,"2018-07-26 20:01:21.568351","2018-07-26 20:01:21.568351","AirlineFlightSchedules"
2038713,"AAL2085","2018-07-28 20:00:00","2018-07-28 21:25:00","KPHL","KPIT",0,11,88,"2018-07-26 20:01:21.59128","2018-07-26 20:01:21.59128","AirlineFlightSchedules"
2038714,"AAL579","2018-07-28 15:54:00","2018-07-28 20:00:00","KPHX","KPIT",8,0,120,"2018-07-26 20:01:21.617635","2018-07-26 20:01:21.617635","AirlineFlightSchedules"
2038715,"SWA3136","2018-07-28 18:10:00","2018-07-28 22:10:00","KPHX","KPIT",0,0,175,"2018-07-26 20:01:21.73173","2018-07-26 20:01:21.73173","AirlineFlightSchedules"
2038716,"AAL1689","2018-07-28 22:29:00","2018-07-29 02:26:00","KPHX","KPIT",8,0,120,"2018-07-26 20:01:21.812503","2018-07-26 20:01:21.812503","AirlineFlightSchedules"
2038717,"AAY1401","2018-07-29 00:11:00","2018-07-29 02:30:00","KPIE","KPIT",0,0,156,"2018-07-26 20:01:21.842075","2018-07-26 20:01:21.842075","AirlineFlightSchedules"
2038718,"SWA3967","2018-07-29 00:55:00","2018-07-29 03:25:00","KRSW","KPIT",0,0,143,"2018-07-26 20:01:22.913713","2018-07-26 20:01:22.913713","AirlineFlightSchedules"
2038719,"SWA5002","2018-07-28 13:15:00","2018-07-28 15:45:00","KRSW","KPIT",0,0,143,"2018-07-26 20:01:22.933846","2018-07-26 20:01:22.933846","AirlineFlightSchedules"
2038720,"UAL2229","2018-07-28 16:22:00","2018-07-28 21:10:00","KSFO","KPIT",8,0,138,"2018-07-26 20:01:22.950819","2018-07-26 20:01:22.950819","AirlineFlightSchedules"
2038721,"DAL1734","2018-07-28 23:05:00","2018-07-29 02:53:00","KSLC","KPIT",12,0,114,"2018-07-26 20:01:22.990272","2018-07-26 20:01:22.990272","AirlineFlightSchedules"
2038722,"SWA5659","2018-07-28 21:35:00","2018-07-28 23:10:00","KSTL","KPIT",0,0,175,"2018-07-26 20:01:23.038466","2018-07-26 20:01:23.038466","AirlineFlightSchedules"
2038723,"SWA2837","2018-07-28 12:30:00","2018-07-28 14:50:00","KTPA","KPIT",0,0,143,"2018-07-26 20:01:23.082014","2018-07-26 20:01:23.082014","AirlineFlightSchedules"
2038724,"SWA3324","2018-07-28 21:00:00","2018-07-28 23:20:00","KTPA","KPIT",0,0,143,"2018-07-26 20:01:23.144226","2018-07-26 20:01:23.144226","AirlineFlightSchedules"
2038725,"SWA5885","2018-07-28 09:15:00","2018-07-28 11:35:00","KTPA","KPIT",0,0,143,"2018-07-26 20:01:23.165864","2018-07-26 20:01:23.165864","AirlineFlightSchedules"
2038726,"AAY1922","2018-07-28 15:20:00","2018-07-28 17:23:00","KVPS","KPIT",0,0,156,"2018-07-26 20:01:23.197873","2018-07-26 20:01:23.197873","AirlineFlightSchedules"
2040162,"AAY1415","2018-07-26 19:48:00","2018-07-26 22:00:00","KSRQ","KPIT",0,0,156,"2018-07-26 20:10:33.636008","2018-07-26 20:10:33.636008","FlightInfo"
2040163,"UAL1741","2018-07-28 20:40:00","2018-07-28 21:55:00","KORD","KPIT",8,0,120,"2018-07-26 20:10:34.1877","2018-07-26 20:10:34.1877","FlightInfo"
2040229,"SWA1015","2018-07-28 00:45:00","2018-07-28 02:35:00","KPIT","KTPA",0,0,143,"2018-07-26 20:11:01.222165","2018-07-26 20:11:01.222165","FlightInfo"
2041667,"AAL843","2018-07-27 23:22:00","2018-07-28 00:36:00","KPIT","KCLT",0,12,138,"2018-07-26 21:10:57.842102","2018-07-26 21:10:57.842102","FlightInfo"
2041668,"J13090","2018-07-27 23:28:00","2018-07-27 22:30:00","KBDL","KPIT",0,0,32,"2018-07-26 21:10:58.191769","2018-07-26 21:10:58.191769","FlightInfo"
2041669,"FDY757","2018-07-27 21:54:10","2018-07-27 22:30:50","KBFD","KPIT",0,0,9,"2018-07-26 21:10:58.510027","2018-07-26 21:10:58.510027","FlightInfo"
2041670,"FFT276","2018-07-26 19:42:00","2018-07-26 23:34:00","KDEN","KPIT",0,0,230,"2018-07-26 21:10:58.927766","2018-07-26 21:10:58.927766","FlightInfo"
2041671,"SWA2291","2018-07-27 23:50:00","2018-07-28 03:45:00","KPIT","KPHX",0,0,175,"2018-07-26 21:10:59.35181","2018-07-26 21:10:59.35181","FlightInfo"
2041672,"J13020","2018-07-27 20:04:00","2018-07-27 22:51:00","KIND","KPIT",0,0,32,"2018-07-26 21:10:59.688191","2018-07-26 21:10:59.688191","FlightInfo"
2041721,"FDY1361","2018-07-27 22:15:00","2018-07-27 23:15:00","KMDT","KPIT",0,0,9,"2018-07-26 22:11:04.941403","2018-07-26 22:11:04.941403","FlightInfo"
2041722,"AAY1413","2018-07-26 21:35:00","2018-07-26 23:51:00","KSFB","KPIT",0,0,166,"2018-07-26 22:11:05.542184","2018-07-26 22:11:05.542184","FlightInfo"
2041723,"SWA2180","2018-07-27 21:05:00","2018-07-27 23:27:58","KFLL","KPIT",0,0,143,"2018-07-26 22:11:05.844759","2018-07-26 22:11:05.844759","FlightInfo"
2041724,"FDY1061","2018-07-27 22:35:00","2018-07-27 23:45:00","KLNS","KPIT",0,0,9,"2018-07-26 22:11:06.15106","2018-07-26 22:11:06.15106","FlightInfo"
2041725,"FDY157","2018-07-27 23:26:30","2018-07-27 23:52:30","KMGW","KPIT",0,0,9,"2018-07-26 22:11:06.478239","2018-07-26 22:11:06.478239","FlightInfo"
2041779,"FDY579","2018-07-27 23:43:20","2018-07-28 00:16:40","KDUJ","KPIT",0,0,9,"2018-07-26 23:11:32.58291","2018-07-26 23:11:32.58291","FlightInfo"
2041780,"AAL1173","2018-07-28 23:30:00","2018-07-29 00:35:00","KORD","KPIT",0,16,144,"2018-07-26 23:11:32.85413","2018-07-26 23:11:32.85413","FlightInfo"
2041822,"AAL1797","2018-07-29 00:50:00","2018-07-29 01:50:00","KPHL","KPIT",8,0,120,"2018-07-27 00:11:49.628983","2018-07-27 00:11:49.628983","FlightInfo"
2041886,"UAL2339","2018-07-28 23:45:00","2018-07-29 02:10:00","KIAH","KPIT",8,0,120,"2018-07-27 01:10:27.468629","2018-07-27 01:10:27.468629","FlightInfo"
2041887,"AAY1409","2018-07-27 00:13:00","2018-07-27 02:15:00","KMSY","KPIT",0,0,156,"2018-07-27 01:10:27.697095","2018-07-27 01:10:27.697095","FlightInfo"
2041888,"AAL1689","2018-07-28 22:39:00","2018-07-29 02:16:00","KPHX","KPIT",8,0,120,"2018-07-27 01:10:27.955356","2018-07-27 01:10:27.955356","FlightInfo"
2041889,"AAY1417","2018-07-27 01:09:00","2018-07-27 02:22:00","KCHS","KPIT",0,0,156,"2018-07-27 01:10:28.23804","2018-07-27 01:10:28.23804","FlightInfo"
2041890,"SWA625","2018-07-28 01:30:00","2018-07-28 02:25:00","KMDW","KPIT",0,0,143,"2018-07-27 01:10:28.466366","2018-07-27 01:10:28.466366","FlightInfo"
2041891,"JBU2008","2018-07-29 00:20:00","2018-07-29 02:37:00","KFLL","KPIT",0,16,132,"2018-07-27 01:10:28.699708","2018-07-27 01:10:28.699708","FlightInfo"
2041892,"DAL1734","2018-07-28 23:15:00","2018-07-29 02:43:00","KSLC","KPIT",12,0,114,"2018-07-27 01:10:28.927452","2018-07-27 01:10:28.927452","FlightInfo"
2041923,"SWA2084","2018-07-28 03:40:00","2018-07-28 04:35:00","KMDW","KPIT",0,0,143,"2018-07-27 01:10:40.944129","2018-07-27 01:10:40.944129","FlightInfo"
2041931,"SWA1970","2018-07-28 01:15:00","2018-07-28 02:58:32","KMCO","KPIT",0,0,143,"2018-07-27 02:11:34.998272","2018-07-27 02:11:34.998272","FlightInfo"
2041932,"NKS558","2018-07-29 00:55:00","2018-07-29 03:09:00","KFLL","KPIT",0,10,135,"2018-07-27 02:11:35.239771","2018-07-27 02:11:35.239771","FlightInfo"
2041933,"UAL1979","2018-07-29 02:35:00","2018-07-29 03:10:00","KIAD","KPIT",8,0,159,"2018-07-27 02:11:35.516091","2018-07-27 02:11:35.516091","FlightInfo"
2041934,"SWA2466","2018-07-28 00:35:00","2018-07-28 03:01:41","KDEN","KPIT",0,0,143,"2018-07-27 02:11:35.776632","2018-07-27 02:11:35.776632","FlightInfo"
2041935,"SWA1828","2018-07-28 03:05:00","2018-07-28 03:45:00","KBWI","KPIT",0,0,143,"2018-07-27 02:11:36.226345","2018-07-27 02:11:36.226345","FlightInfo"
2041978,"SWA531","2018-07-28 02:45:00","2018-07-28 04:01:00","KATL","KPIT",0,0,143,"2018-07-27 04:11:06.524258","2018-07-27 04:11:06.524258","FlightInfo"
2041979,"DAL1072","2018-07-29 02:50:00","2018-07-29 04:18:00","KATL","KPIT",20,0,160,"2018-07-27 04:11:06.844541","2018-07-27 04:11:06.844541","FlightInfo"
2041980,"SWA1864","2018-07-28 02:45:00","2018-07-28 04:38:57","KTPA","KPIT",0,0,143,"2018-07-27 04:11:07.062331","2018-07-27 04:11:07.062331","FlightInfo"
2042034,"AAY866","2018-07-27 11:00:00","2018-07-27 12:51:00","KPIE","KPIT",0,0,177,"2018-07-27 11:10:40.286055","2018-07-27 11:10:40.286055","FlightInfo"
2042050,"AAL1948","2018-07-29 14:18:00","2018-07-29 15:15:00","KPIT","KPHL",0,11,88,"2018-07-27 12:11:13.974313","2018-07-27 12:11:13.974313","FlightInfo"
2042071,"AAL1716","2018-07-29 15:40:00","2018-07-29 18:15:00","KPIT","KDFW",8,0,120,"2018-07-27 13:10:28.278066","2018-07-27 13:10:28.278066","FlightInfo"
2042085,"AAY1403","2018-07-27 14:18:00","2018-07-27 15:40:00","KJAX","KPIT",0,0,156,"2018-07-27 14:11:06.692918","2018-07-27 14:11:06.692918","FlightInfo"
2042103,"JBU1485","2018-07-29 14:45:00","2018-07-29 16:11:00","KBOS","KPIT",0,0,100,"2018-07-27 15:11:46.083119","2018-07-27 15:11:46.083119","FlightInfo"
2042144,"UAL648","2018-07-29 16:00:00","2018-07-29 18:40:00","KDEN","KPIT",8,0,159,"2018-07-27 17:10:42.082972","2018-07-27 17:10:42.082972","FlightInfo"
2042200,"AAY1411","2018-07-27 18:59:00","2018-07-27 22:07:00","KMYR","KPIT",0,0,156,"2018-07-27 19:10:50.122162","2018-07-27 19:10:50.122162","FlightInfo"
2042201,"UAL2229","2018-07-29 16:32:00","2018-07-29 21:00:00","KSFO","KPIT",8,0,138,"2018-07-27 19:10:50.414951","2018-07-27 19:10:50.414951","FlightInfo"
2042220,"FDY394","2018-07-29 16:10:00","2018-07-29 17:00:00","KPIT","KAOO",0,0,9,"2018-07-27 20:00:40.88007","2018-07-27 20:00:40.88007","AirlineFlightSchedules"
2042221,"SWA3546","2018-07-29 15:10:00","2018-07-29 16:50:00","KPIT","KATL",0,0,143,"2018-07-27 20:00:40.896974","2018-07-27 20:00:40.896974","AirlineFlightSchedules"
2042222,"DAL2174","2018-07-29 23:55:00","2018-07-30 01:38:00","KPIT","KATL",16,0,133,"2018-07-27 20:00:40.915226","2018-07-27 20:00:40.915226","AirlineFlightSchedules"
2042223,"DAL1462","2018-07-29 22:41:00","2018-07-30 00:26:00","KPIT","KATL",16,0,133,"2018-07-27 20:00:40.926352","2018-07-27 20:00:40.926352","AirlineFlightSchedules"
2042224,"DAL1549","2018-07-29 20:55:00","2018-07-29 22:40:00","KPIT","KATL",16,0,133,"2018-07-27 20:00:40.939799","2018-07-27 20:00:40.939799","AirlineFlightSchedules"
2042225,"DAL1939","2018-07-29 19:12:00","2018-07-29 20:57:00","KPIT","KATL",16,0,133,"2018-07-27 20:00:40.95102","2018-07-27 20:00:40.95102","AirlineFlightSchedules"
2042226,"DAL1599","2018-07-29 17:12:00","2018-07-29 18:53:00","KPIT","KATL",16,0,133,"2018-07-27 20:00:40.961879","2018-07-27 20:00:40.961879","AirlineFlightSchedules"
2042227,"DAL1295","2018-07-29 15:22:00","2018-07-29 17:02:00","KPIT","KATL",16,0,133,"2018-07-27 20:00:40.972801","2018-07-27 20:00:40.972801","AirlineFlightSchedules"
2042228,"DAL1209","2018-07-29 11:40:00","2018-07-29 13:21:00","KPIT","KATL",16,0,144,"2018-07-27 20:00:40.987503","2018-07-27 20:00:40.987503","AirlineFlightSchedules"
2042229,"DAL2290","2018-07-29 10:00:00","2018-07-29 11:35:00","KPIT","KATL",16,0,133,"2018-07-27 20:00:41.916165","2018-07-27 20:00:41.916165","AirlineFlightSchedules"
2042230,"FDY792","2018-07-29 14:45:00","2018-07-29 15:40:00","KPIT","KBFD",0,0,9,"2018-07-27 20:00:42.984222","2018-07-27 20:00:42.984222","AirlineFlightSchedules"
2042231,"FDY694","2018-07-29 19:50:00","2018-07-29 20:40:00","KPIT","KBFD",0,0,9,"2018-07-27 20:00:42.99723","2018-07-27 20:00:42.99723","AirlineFlightSchedules"
2042232,"FDY796","2018-07-29 23:10:00","2018-07-30 00:05:00","KPIT","KBFD",0,0,9,"2018-07-27 20:00:43.008381","2018-07-27 20:00:43.008381","AirlineFlightSchedules"
2042233,"SWA4427","2018-07-29 22:40:00","2018-07-30 00:10:00","KPIT","KBNA",0,0,143,"2018-07-27 20:00:43.01845","2018-07-27 20:00:43.01845","AirlineFlightSchedules"
2042234,"SWA3373","2018-07-29 10:05:00","2018-07-29 11:35:00","KPIT","KBNA",0,0,143,"2018-07-27 20:00:43.027616","2018-07-27 20:00:43.027616","AirlineFlightSchedules"
2042235,"JBU1886","2018-07-30 00:21:00","2018-07-30 01:52:00","KPIT","KBOS",0,0,100,"2018-07-27 20:00:43.908843","2018-07-27 20:00:43.908843","AirlineFlightSchedules"
2042236,"JBU1686","2018-07-29 21:22:00","2018-07-29 22:59:00","KPIT","KBOS",0,0,100,"2018-07-27 20:00:43.918401","2018-07-27 20:00:43.918401","AirlineFlightSchedules"
2042237,"JBU1486","2018-07-29 16:56:00","2018-07-29 18:32:00","KPIT","KBOS",0,0,100,"2018-07-27 20:00:43.926797","2018-07-27 20:00:43.926797","AirlineFlightSchedules"
2042238,"JBU1286","2018-07-29 12:27:00","2018-07-29 14:00:00","KPIT","KBOS",0,0,100,"2018-07-27 20:00:43.936061","2018-07-27 20:00:43.936061","AirlineFlightSchedules"
2042239,"JBU1786","2018-07-29 19:23:00","2018-07-29 21:01:00","KPIT","KBOS",0,0,100,"2018-07-27 20:00:43.945069","2018-07-27 20:00:43.945069","AirlineFlightSchedules"
2042240,"JBU1986","2018-07-29 09:30:00","2018-07-29 11:03:00","KPIT","KBOS",0,0,100,"2018-07-27 20:00:44.933204","2018-07-27 20:00:44.933204","AirlineFlightSchedules"
2042241,"SWA4621","2018-07-29 10:35:00","2018-07-29 11:40:00","KPIT","KBWI",0,0,143,"2018-07-27 20:00:44.941291","2018-07-27 20:00:44.941291","AirlineFlightSchedules"
2042242,"SWA3228","2018-07-29 22:10:00","2018-07-29 23:10:00","KPIT","KBWI",0,0,143,"2018-07-27 20:00:44.952624","2018-07-27 20:00:44.952624","AirlineFlightSchedules"
2042243,"DAL124","2018-07-29 23:50:00","2018-07-30 07:25:00","KPIT","LFPG",0,36,172,"2018-07-27 20:00:44.962026","2018-07-27 20:00:44.962026","AirlineFlightSchedules"
2042244,"AAY1416","2018-07-29 22:44:00","2018-07-30 00:19:00","KPIT","KCHS",0,0,156,"2018-07-27 20:00:45.979973","2018-07-27 20:00:45.979973","AirlineFlightSchedules"
2042245,"AAL1824","2018-07-29 12:33:00","2018-07-29 14:05:00","KPIT","KCLT",8,0,120,"2018-07-27 20:00:45.991175","2018-07-27 20:00:45.991175","AirlineFlightSchedules"
2042246,"AAL853","2018-07-29 16:05:00","2018-07-29 17:35:00","KPIT","KCLT",8,0,120,"2018-07-27 20:00:46.004053","2018-07-27 20:00:46.004053","AirlineFlightSchedules"
2042247,"AAL1926","2018-07-29 18:01:00","2018-07-29 19:30:00","KPIT","KCLT",8,0,120,"2018-07-27 20:00:46.012919","2018-07-27 20:00:46.012919","AirlineFlightSchedules"
2042248,"AAL1714","2018-07-29 11:01:00","2018-07-29 12:30:00","KPIT","KCLT",0,12,138,"2018-07-27 20:00:46.022216","2018-07-27 20:00:46.022216","AirlineFlightSchedules"
2042249,"SWA4234","2018-07-29 19:20:00","2018-07-29 22:05:00","KPIT","KDAL",0,0,175,"2018-07-27 20:00:46.031487","2018-07-27 20:00:46.031487","AirlineFlightSchedules"
2042250,"UAL2089","2018-07-29 12:15:00","2018-07-29 15:32:00","KPIT","KDEN",8,0,159,"2018-07-27 20:00:46.040205","2018-07-27 20:00:46.040205","AirlineFlightSchedules"
2042251,"SWA425","2018-07-29 15:55:00","2018-07-29 19:15:00","KPIT","KDEN",0,0,143,"2018-07-27 20:00:46.054217","2018-07-27 20:00:46.054217","AirlineFlightSchedules"
2042252,"UAL709","2018-07-29 19:45:00","2018-07-29 23:16:00","KPIT","KDEN",16,0,138,"2018-07-27 20:00:46.900952","2018-07-27 20:00:46.900952","AirlineFlightSchedules"
2042253,"FFT277","2018-07-29 23:47:00","2018-07-30 03:15:00","KPIT","KDEN",0,0,230,"2018-07-27 20:00:46.909894","2018-07-27 20:00:46.909894","AirlineFlightSchedules"
2042254,"AAL1716","2018-07-29 15:30:00","2018-07-29 18:25:00","KPIT","KDFW",8,0,120,"2018-07-27 20:00:46.920303","2018-07-27 20:00:46.920303","AirlineFlightSchedules"
2042255,"AAL1551","2018-07-29 19:41:00","2018-07-29 22:35:00","KPIT","KDFW",16,0,124,"2018-07-27 20:00:46.949871","2018-07-27 20:00:46.949871","AirlineFlightSchedules"
2042256,"AAL2019","2018-07-29 23:18:00","2018-07-30 02:13:00","KPIT","KDFW",0,12,138,"2018-07-27 20:00:46.979905","2018-07-27 20:00:46.979905","AirlineFlightSchedules"
2042257,"AAL892","2018-07-29 10:07:00","2018-07-29 13:05:00","KPIT","KDFW",0,12,138,"2018-07-27 20:00:46.996168","2018-07-27 20:00:46.996168","AirlineFlightSchedules"
2042258,"AAL762","2018-07-29 11:24:00","2018-07-29 14:25:00","KPIT","KDFW",8,0,120,"2018-07-27 20:00:47.005676","2018-07-27 20:00:47.005676","AirlineFlightSchedules"
2042259,"NKS437","2018-07-29 21:05:00","2018-07-30 00:00:00","KPIT","KDFW",0,10,135,"2018-07-27 20:00:47.014119","2018-07-27 20:00:47.014119","AirlineFlightSchedules"
2042260,"DAL1277","2018-07-29 10:40:00","2018-07-29 11:50:00","KPIT","KDTW",16,0,142,"2018-07-27 20:00:48.686204","2018-07-27 20:00:48.686204","AirlineFlightSchedules"
2042261,"FDY554","2018-07-29 23:20:00","2018-07-30 00:10:00","KPIT","KDUJ",0,0,9,"2018-07-27 20:00:49.564652","2018-07-27 20:00:49.564652","AirlineFlightSchedules"
2042262,"FDY1072","2018-07-29 14:50:00","2018-07-29 15:40:00","KPIT","KDUJ",0,0,9,"2018-07-27 20:00:49.577124","2018-07-27 20:00:49.577124","AirlineFlightSchedules"
2042263,"UAL2340","2018-07-29 22:30:00","2018-07-29 23:56:00","KPIT","KEWR",8,0,106,"2018-07-27 20:00:49.587715","2018-07-27 20:00:49.587715","AirlineFlightSchedules"
